train_MNLL,train_loss,validation_MNLL,validation_loss,percent_right
0.6820811913728481,0.9200857215147982,0.6526197580036528,0.8906242881456029,0.7736754966887417
0.6778981161305696,0.9488432549333321,0.6360132288038485,0.906958367606611,0.7728476821192053
0.6756265681753892,0.9771072951409985,0.6287792193196768,0.9302599462852861,0.7713576158940397
0.6744409075770615,1.0019957152018493,0.6237642067149566,0.9513190143397443,0.7716887417218543
0.6736285527317754,1.023299541249975,0.6209290245832102,0.9706000131014099,0.7730132450331125
0.6730993272210357,1.0401722926418187,0.6185287096743837,0.9856016750951666,0.773841059602649
0.672910744254254,1.0543960513560213,0.6181203686452217,0.9996056757469891,0.7736754966887417
0.6725859204549971,1.0666231779771551,0.6151110280889845,1.0091482856111424,0.7733443708609271
0.6721698511676628,1.0775575122873677,0.6146881162324854,1.0200757773521905,0.7731788079470199
0.6721717675811412,1.0872823282917534,0.6129597088856825,1.0280702695962947,0.7735099337748345
0.6720904867929492,1.0956141964719186,0.6151220070116679,1.0386457166906373,0.7736754966887417
0.6717296755359337,1.1031377374236295,0.6137242371699796,1.0451322990576757,0.7721854304635761
0.671660090256859,1.1101420212083906,0.6120156964007609,1.0504976273522924,0.7728476821192053
0.6716777078054783,1.1163406845614239,0.6136433241852489,1.0583063009411946,0.7723509933774835
0.6715485693040644,1.1219753592408979,0.6106246409423227,1.0610514308791563,0.7743377483443709
0.6714689930674201,1.127084490455618,0.6128875216032339,1.0685030189914317,0.7736754966887417
0.671409848964542,1.1317263775085573,0.6106703024583618,1.0709868310023771,0.7736754966887417
0.6713355703037637,1.1360182418988258,0.6126014074105114,1.0772840790055733,0.7740066225165563
0.6713508086108365,1.1364166958214021,0.6114392747083106,1.0765051619188761,0.7741721854304636
0.6712775569588249,1.136727088882926,0.6112628658844442,1.0767123978085453,0.7745033112582781
0.6714140342821155,1.1372144851394528,0.6116920817265004,1.0774925325838374,0.7748344370860927
0.671240304868809,1.1373952676499868,0.6118571098379787,1.0780120726191567,0.775
0.6713979226117527,1.1375796533792153,0.6114736332015568,1.0776553639690194,0.775
0.6713767833593616,1.1375876765957318,0.6114059883800403,1.0776168816164104,0.775
0.6713513774000817,1.1375908661232577,0.611401820979801,1.077641309702977,0.775
0.6712318980073546,1.1374998922197401,0.6113941322098817,1.0776621264222672,0.775
0.6714077124547155,1.1377012373637605,0.6113929928579217,1.0776865177669666,0.775
0.6714714362551178,1.1377883725979292,0.6113909495476901,1.0777078858905014,0.775
0.6713282963510198,1.1376689385786865,0.611395769457649,1.0777364116853159,0.775
0.6713341628596012,1.1376972017568094,0.611400734497731,1.0777637733949392,0.775
0.6713071179695071,1.137672309408633,0.6114009100947001,1.0777661015338258,0.775
0.6712966250483324,1.1376638746890158,0.6114011516091904,1.0777684012498736,0.775
